city,year,plant,bee,is_honeybee,bee_type,bee_genus
birmingham,2020,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Malus,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Spiraea,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Malus,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Hyacinthoides,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Malus,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Malus,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Taraxacum,Andrena nigroaenea,FALSE,wild,Andrena
birmingham,2020,Cotoneaster,Bombus hypnorum,FALSE,wild,Bombus
birmingham,2020,Cotoneaster,Bombus pratorum,FALSE,wild,Bombus
birmingham,2020,Malus,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
birmingham,2020,Hyacinthoides,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Lamium,Bombus pratorum,FALSE,wild,Bombus
birmingham,2020,Hyacinthoides,Bombus hortorum,FALSE,wild,Bombus
birmingham,2020,Ceanothus,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Syringa,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2020,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Fuchsia,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Myosotis,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2020,Elaeagnus,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Vaccinium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Rhododendron,Bombus pratorum,FALSE,wild,Bombus
birmingham,2020,Crataegus,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Fuchsia,Bombus pratorum,FALSE,wild,Bombus
birmingham,2020,Fuchsia,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2020,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Geranium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Symphytum,Bombus pratorum,FALSE,wild,Bombus
birmingham,2020,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Malus,Melecta albifrons,FALSE,wild,Melecta
birmingham,2020,Pentaglottis,Bombus hypnorum,FALSE,wild,Bombus
birmingham,2020,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Myosotis,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Ilex,Andrena fulva,FALSE,wild,Andrena
birmingham,2020,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Pentaglottis,Bombus humilis,FALSE,wild,Bombus
birmingham,2020,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Malus,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2020,Malus,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Chaenomeles,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2020,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Pentaglottis,Bombus hypnorum,FALSE,wild,Bombus
birmingham,2020,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Ajuga,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Allium,Osmia bicornis,FALSE,wild,Osmia
birmingham,2020,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Lamium,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2020,Allium,Osmia bicornis,FALSE,wild,Osmia
birmingham,2020,Taraxacum,Andrena nitida,FALSE,wild,Andrena
birmingham,2020,Taraxacum,Andrena haemorrhoa,FALSE,wild,Andrena
birmingham,2020,Allium,Andrena cineraria,FALSE,wild,Andrena
birmingham,2020,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2020,Rhododendron,Bombus hortorum,FALSE,wild,Bombus
birmingham,2020,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2020,Aubrieta,Melecta albifrons,FALSE,wild,Melecta
birmingham,2021,Taraxacum,Andrena haemorrhoa,FALSE,wild,Andrena
birmingham,2021,Malus,Bombus hypnorum,FALSE,wild,Bombus
birmingham,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2021,Cytisus,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Malus,Bombus pratorum,FALSE,wild,Bombus
birmingham,2021,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2021,Hyacinthoides,Apis mellifera,TRUE,honey,Apis
birmingham,2021,Lamium,Bombus hortorum,FALSE,wild,Bombus
birmingham,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Erica,Apis mellifera,TRUE,honey,Apis
birmingham,2021,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2021,Primula,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Cotoneaster,Bombus pratorum,FALSE,wild,Bombus
birmingham,2021,Taraxacum,Bombus pratorum,FALSE,wild,Bombus
birmingham,2021,Silene,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2021,Erysimum,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2021,Epimedium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Prunus,Andrena fulva,FALSE,wild,Andrena
birmingham,2021,Taraxacum,Andrena haemorrhoa,FALSE,wild,Andrena
birmingham,2021,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Salvia,Osmia bicornis,FALSE,wild,Osmia
birmingham,2021,Taraxacum,Andrena haemorrhoa,FALSE,wild,Andrena
birmingham,2021,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2021,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2021,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2021,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2021,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2021,Vicia,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2021,Myosotis,Bombus terrestris,FALSE,wild,Bombus
birmingham,2021,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
birmingham,2021,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2021,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2021,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2021,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
birmingham,2021,Allium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2021,Allium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Choisya,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Cotoneaster,Bombus pratorum,FALSE,wild,Bombus
birmingham,2022,Bellis,Bombus terrestris,FALSE,wild,Bombus
birmingham,2022,Ceanothus,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Cotoneaster,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Myosotis,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Iberis,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Ceanothus,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Glandora,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2022,Choisya,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Brassica,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2022,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2022,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Choisya,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Myosotis,Osmia bicornis,FALSE,wild,Osmia
birmingham,2022,Lamium,Bombus pratorum,FALSE,wild,Bombus
birmingham,2022,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Cytisus,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Rhododendron,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
birmingham,2022,Crataegus,Bombus pratorum,FALSE,wild,Bombus
birmingham,2022,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Choisya,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Taraxacum,Nomada lathburiana,FALSE,wild,Nomada
birmingham,2022,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
birmingham,2022,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2022,Myosotis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2022,Hyacinthoides,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2022,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Hyacinthoides,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Salvia,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2022,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Hyacinthoides,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
birmingham,2022,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2022,Choisya,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Lunaria,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2022,Myosotis,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Caprifolioideae,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Vicia,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2022,Pentaglottis,Bombus hortorum,FALSE,wild,Bombus
birmingham,2022,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2022,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2022,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2022,Prunus,Andrena haemorrhoa,FALSE,wild,Andrena
birmingham,2022,Lamium,Bombus lapidarius,FALSE,wild,Bombus
birmingham,2022,Taraxacum,Bombus hypnorum,FALSE,wild,Bombus
birmingham,2022,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2022,Myosotis,Osmia bicornis,FALSE,wild,Osmia
birmingham,2022,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2023,Lamium,Bombus hortorum,FALSE,wild,Bombus
birmingham,2023,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2023,Pulmonaria,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2023,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
birmingham,2023,Lunaria,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2023,Salvia,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Aubrieta,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Malus,Andrena fulva,FALSE,wild,Andrena
birmingham,2023,Malus,Andrena fulva,FALSE,wild,Andrena
birmingham,2023,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Vaccinium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
birmingham,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Geranium,Bombus pratorum,FALSE,wild,Bombus
birmingham,2023,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Lamium,Bombus pratorum,FALSE,wild,Bombus
birmingham,2023,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Hyacinthoides,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Primula,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2023,Taraxacum,Andrena haemorrhoa,FALSE,wild,Andrena
birmingham,2023,Lonicera,Bombus pratorum,FALSE,wild,Bombus
birmingham,2023,Symphytum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Erica,Andrena cineraria,FALSE,wild,Andrena
birmingham,2023,Pentaglottis,Bombus hypnorum,FALSE,wild,Bombus
birmingham,2023,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Hyacinthoides,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Taraxacum,Andrena nigroaenea,FALSE,wild,Andrena
birmingham,2023,Primula,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2023,Myosotis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2023,Ulex,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2023,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2023,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
birmingham,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Pentaglottis,Bombus hypnorum,FALSE,wild,Bombus
birmingham,2023,Aubrieta,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2023,Myosotis,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2023,Taraxacum,Andrena nitida,FALSE,wild,Andrena
birmingham,2023,Lamium,Bombus hortorum,FALSE,wild,Bombus
birmingham,2023,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2023,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2023,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2024,Choisya,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Cotoneaster,Bombus terrestris,FALSE,wild,Bombus
birmingham,2024,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2024,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2024,Taraxacum,Nomada lathburiana,FALSE,wild,Nomada
birmingham,2024,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2024,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2024,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2024,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2024,Malus,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Lonicera,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Centaurea,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2024,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2024,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2024,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
birmingham,2024,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2024,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2024,Teucrium,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2024,Alliaria,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2024,Malus,Bombus terrestris,FALSE,wild,Bombus
birmingham,2024,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2024,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2024,Myosotis,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Bellis,Andrena fulva,FALSE,wild,Andrena
birmingham,2024,Taraxacum,Bombus terrestris,FALSE,wild,Bombus
birmingham,2024,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
birmingham,2024,Cotoneaster,Bombus hypnorum,FALSE,wild,Bombus
birmingham,2024,Berberis,Andrena fulva,FALSE,wild,Andrena
birmingham,2024,Lunaria,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2024,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2024,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2024,Pentaglottis,Bombus hypnorum,FALSE,wild,Bombus
birmingham,2024,Choisya,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2024,Lamium,Bombus pratorum,FALSE,wild,Bombus
birmingham,2024,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Ribes,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2024,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2024,Taraxacum,Osmia bicornis,FALSE,wild,Osmia
birmingham,2024,Lamium,Bombus hortorum,FALSE,wild,Bombus
birmingham,2024,Cytisus,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Pulmonaria,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2024,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Rhododendron,Bombus pratorum,FALSE,wild,Bombus
birmingham,2024,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2024,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2024,Pentaglottis,Bombus terrestris,FALSE,wild,Bombus
birmingham,2024,Rhododendron,Bombus terrestris,FALSE,wild,Bombus
birmingham,2024,Rhododendron,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2024,Taraxacum,Nomada lathburiana,FALSE,wild,Nomada
birmingham,2024,Bellis,Nomada lathburiana,FALSE,wild,Nomada
birmingham,2024,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2024,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2024,Taraxacum,Andrena nitida,FALSE,wild,Andrena
birmingham,2024,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Angelica,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Myosotis,Andrena nigroaenea,FALSE,wild,Andrena
birmingham,2025,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Pentaglottis,Osmia bicornis,FALSE,wild,Osmia
birmingham,2025,Senecioneae,Halictus rubicundus,FALSE,wild,Halictus
birmingham,2025,Choisya,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Ilex,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Malus,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Lamium,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2025,Ajuga,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Alliaria,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2025,Ulex,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Symphytum,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2025,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2025,Myosotis,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Myosotis,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Lamium,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Crataegus,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Myosotis,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Myosotis,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2025,Taraxacum,Bombus pratorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
birmingham,2025,Lamium,Bombus terrestris,FALSE,wild,Bombus
birmingham,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Bombus pratorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2025,Allium,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Allium,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Geranium,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2025,Taraxacum,Andrena cineraria,FALSE,wild,Andrena
birmingham,2025,Aubrieta,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2025,Erysimum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Pentaglottis,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Pulmonaria,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Taraxacum,Bombus lapidarius,FALSE,wild,Bombus
birmingham,2025,Primula,Bombus hortorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Lamium,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Taraxacum,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Taraxacum,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2025,Pentaglottis,Apis mellifera,TRUE,honey,Apis
birmingham,2025,Pentaglottis,Bombus hypnorum,FALSE,wild,Bombus
birmingham,2025,Pentaglottis,Anthophora plumipes,FALSE,wild,Anthophora
birmingham,2025,Vicia,Bombus pascuorum,FALSE,wild,Bombus
birmingham,2025,Pentaglottis,Bombus pratorum,FALSE,wild,Bombus
birmingham,2025,Pentaglottis,Bombus hypnorum,FALSE,wild,Bombus
birmingham,2025,Vicia,Bombus pascuorum,FALSE,wild,Bombus
